64,87,-2147483647,-2147483480,1
30,46,-2147483480,-2147483384,4
50,62,-2147483384,-2147483334,9
65,77,-2147483334,-2147483271,9
81,93,-2147483271,-2147483221,9
111,122,-2147483221,-2147483171,9
125,137,-2147483171,-2147483121,9
140,153,-2147483121,-2147483071,9
170,182,-2147483071,-2147483021,9
185,196,-2147483021,-2147482971,9
199,210,-2147482971,-2147482921,9
265,277,-2147482921,-2147482871,9
63,80,-2147482871,-2147482769,11
57,83,-2147482769,-2147482574,13
30,72,-2147482574,-2147482316,17
75,100,-2147482316,-2147482189,17
103,130,-2147482189,-2147482041,17
133,159,-2147482041,-2147481906,17
63,80,-2147481906,-2147481804,19
39,49,-2147481804,-2147481751,24
63,80,-2147481751,-2147481649,26
16,33,-2147481649,-2147481553,33
30,71,-2147481553,-2147481302,36
74,96,-2147481302,-2147481169,36
99,117,-2147481169,-2147481068,36
120,138,-2147481068,-2147480982,36
63,80,-2147480982,-2147480880,38
35,46,-2147480880,-2147480814,46
61,70,-2147480814,-2147480758,46
73,84,-2147480758,-2147480690,46
63,80,-2147480690,-2147480588,48
48,63,-2147480588,-2147480452,57
66,76,-2147480452,-2147480382,57
79,89,-2147480382,-2147480312,57
92,110,-2147480312,-2147480179,57
113,130,-2147480179,-2147480023,57
133,148,-2147480023,-2147479913,57
79,99,-2147479913,-2147479762,59
28,50,-2147479762,-2147479583,70
29,44,-2147479583,-2147479475,72
47,84,-2147479475,-2147479234,74
50,61,-2147479234,-2147479138,75
76,98,-2147479138,-2147478952,75
63,80,-2147478952,-2147478851,79
73,89,-2147478851,-2147478755,81
51,59,-2147478755,-2147478705,87
15,32,-2147478705,-2147478609,88
32,103,-2147478609,-2147478117,91
107,116,-2147478117,-2147478063,91
118,129,-2147478063,-2147477998,91
131,142,-2147477998,-2147477926,91
144,160,-2147477926,-2147477816,91
162,174,-2147477816,-2147477721,91
63,80,-2147477721,-2147477617,93
51,62,-2147477617,-2147477551,102
65,91,-2147477551,-2147477356,102
34,128,-2147477356,-2147476648,108
130,139,-2147476648,-2147476596,108
142,183,-2147476596,-2147476272,108
185,220,-2147476272,-2147475989,108
223,234,-2147475989,-2147475937,108
236,246,-2147475937,-2147475885,108
248,260,-2147475885,-2147475818,108
262,272,-2147475818,-2147475756,108
274,284,-2147475756,-2147475694,108
286,296,-2147475694,-2147475632,108
27,34,-2147475632,-2147475576,109
33,77,-2147475576,-2147475446,113
96,116,-2147475446,-2147475317,113
66,86,-2147475317,-2147475174,121
26,35,-2147475174,-2147475085,123
38,47,-2147475085,-2147474996,123
61,70,-2147474996,-2147474935,123
73,81,-2147474935,-2147474881,123
63,80,-2147474881,-2147474777,124
24,35,-2147474777,-2147474703,128
26,41,-2147474703,-2147474609,131
44,57,-2147474609,-2147474493,131
60,77,-2147474493,-2147474369,131
63,80,-2147474369,-2147474265,132
37,70,-2147474265,-2147473954,141
73,106,-2147473954,-2147473684,141
109,116,-2147473684,-2147473629,141
129,136,-2147473629,-2147473574,141
63,80,-2147473574,-2147473470,142
81,97,-2147473470,-2147473374,145
21,39,-2147473374,-2147473222,147
32,40,-2147473222,-2147473168,150
50,59,-2147473168,-2147473097,150
62,81,-2147473097,-2147472943,150
84,94,-2147472943,-2147472873,150
97,113,-2147472873,-2147472732,150
116,123,-2147472732,-2147472678,150
63,80,-2147472678,-2147472574,151
53,64,-2147472574,-2147472508,153
67,93,-2147472508,-2147472313,153
30,69,-2147472313,-2147472059,158
72,110,-2147472059,-2147471774,158
113,122,-2147471774,-2147471718,158
125,134,-2147471718,-2147471662,158
136,146,-2147471662,-2147471600,158
148,158,-2147471600,-2147471538,158
56,73,-2147471538,-2147471437,159
29,88,-2147471437,-2147470968,166
90,104,-2147470968,-2147470855,166
32,41,-2147470855,-2147470784,170
55,62,-2147470784,-2147470730,170
65,72,-2147470730,-2147470676,170
75,82,-2147470676,-2147470621,170
63,83,-2147470621,-2147470478,171
38,59,-2147470478,-2147470310,182
62,72,-2147470310,-2147470230,182
75,82,-2147470230,-2147470176,182
86,103,-2147470176,-2147470037,182
106,115,-2147470037,-2147469969,182
119,227,-2147469969,-2147469271,182
36,48,-2147469271,-2147469212,184
63,80,-2147469212,-2147469108,185
53,64,-2147469108,-2147469042,191
67,93,-2147469042,-2147468847,191
26,39,-2147468847,-2147468760,198
39,126,-2147468760,-2147468149,203
129,141,-2147468149,-2147468049,203
144,155,-2147468049,-2147467971,203
158,195,-2147467971,-2147467619,203
197,216,-2147467619,-2147467473,203
219,226,-2147467473,-2147467419,203
229,240,-2147467419,-2147467341,203
243,298,-2147467341,-2147466968,203
301,308,-2147466968,-2147466914,203
310,336,-2147466914,-2147466792,203
38,47,-2147466792,-2147466735,204
63,80,-2147466735,-2147466631,207
30,47,-2147466631,-2147466527,212
37,61,-2147466527,-2147466335,214
64,88,-2147466335,-2147466143,214
91,115,-2147466143,-2147465951,214
118,136,-2147465951,-2147465837,214
66,89,-2147465837,-2147465660,215
56,67,-2147465660,-2147465594,218
70,96,-2147465594,-2147465399,218
21,42,-2147465399,-2147465230,228
39,60,-2147465230,-2147465067,232
73,86,-2147465067,-2147464952,232
100,119,-2147464952,-2147464799,232
122,180,-2147464799,-2147464457,232
183,196,-2147464457,-2147464309,232
198,209,-2147464309,-2147464227,232
212,239,-2147464227,-2147463988,232
242,254,-2147463988,-2147463905,232
257,290,-2147463905,-2147463528,232
303,312,-2147463528,-2147463464,232
315,323,-2147463464,-2147463395,232
326,335,-2147463395,-2147463325,232
338,346,-2147463325,-2147463275,232
349,371,-2147463275,-2147463100,232
374,383,-2147463100,-2147463038,232
386,399,-2147463038,-2147462923,232
402,429,-2147462923,-2147462656,232
67,89,-2147462656,-2147462479,233
61,72,-2147462479,-2147462413,236
75,101,-2147462413,-2147462218,236
27,85,-2147462218,-2147461766,246
39,56,-2147461766,-2147461615,250
69,82,-2147461615,-2147461500,250
85,104,-2147461500,-2147461347,250
107,165,-2147461347,-2147461005,250
168,182,-2147461005,-2147460857,250
184,195,-2147460857,-2147460775,250
198,224,-2147460775,-2147460536,250
227,238,-2147460536,-2147460453,250
241,274,-2147460453,-2147460076,250
277,284,-2147460076,-2147460022,250
287,296,-2147460022,-2147459958,250
299,308,-2147459958,-2147459880,250
311,320,-2147459880,-2147459810,250
323,330,-2147459810,-2147459760,250
343,365,-2147459760,-2147459585,250
368,378,-2147459585,-2147459523,250
381,394,-2147459523,-2147459408,250
397,424,-2147459408,-2147459141,250
63,80,-2147459141,-2147459037,251
32,44,-2147459037,-2147458939,260
47,53,-2147458939,-2147458887,260
56,63,-2147458887,-2147458833,260
63,80,-2147458833,-2147458729,261
77,93,-2147458729,-2147458633,267
51,62,-2147458633,-2147458567,272
65,91,-2147458567,-2147458375,272
50,58,-2147458375,-2147458325,281
15,32,-2147458325,-2147458229,284
33,244,-2147458229,-2147456534,290
246,263,-2147456534,-2147456434,290
265,276,-2147456434,-2147456382,290
278,292,-2147456382,-2147456308,290
294,305,-2147456308,-2147456242,290
308,320,-2147456242,-2147456176,290
322,333,-2147456176,-2147456124,290
336,348,-2147456124,-2147456062,290
350,362,-2147456062,-2147456000,290
364,377,-2147456000,-2147455938,290
379,390,-2147455938,-2147455886,290
392,404,-2147455886,-2147455834,290
63,80,-2147455834,-2147455730,291
77,93,-2147455730,-2147455634,297
51,62,-2147455634,-2147455568,302
65,91,-2147455568,-2147455376,302
51,59,-2147455376,-2147455326,312
15,32,-2147455326,-2147455230,315
33,240,-2147455230,-2147453529,321
242,259,-2147453529,-2147453429,321
261,271,-2147453429,-2147453377,321
273,285,-2147453377,-2147453303,321
287,297,-2147453303,-2147453247,321
299,312,-2147453247,-2147453181,321
314,325,-2147453181,-2147453129,321
328,340,-2147453129,-2147453067,321
343,355,-2147453067,-2147453005,321
357,369,-2147453005,-2147452943,321
371,382,-2147452943,-2147452891,321
384,394,-2147452891,-2147452839,321
67,87,-2147452839,-2147452696,322
25,95,-2147452696,-2147452165,326
31,57,-2147452165,-2147451952,330
66,76,-2147451952,-2147451881,330
80,92,-2147451881,-2147451816,330
95,109,-2147451816,-2147451697,330
112,125,-2147451697,-2147451586,330
63,80,-2147451586,-2147451482,331
77,93,-2147451482,-2147451386,333
53,65,-2147451386,-2147451316,334
68,94,-2147451316,-2147451124,334
17,34,-2147451124,-2147451028,345
56,68,-2147451028,-2147450966,346
29,113,-2147450966,-2147450292,351
116,149,-2147450292,-2147449998,351
151,197,-2147449998,-2147449622,351
199,215,-2147449622,-2147449522,351
222,249,-2147449522,-2147449248,351
252,271,-2147449248,-2147449155,351
273,289,-2147449155,-2147449082,351
291,305,-2147449082,-2147449018,351
307,323,-2147449018,-2147448952,351
325,343,-2147448952,-2147448841,351
345,354,-2147448841,-2147448786,351
356,371,-2147448786,-2147448696,351
373,383,-2147448696,-2147448638,351
63,80,-2147448638,-2147448537,352
17,30,-2147448537,-2147448467,360
30,84,-2147448467,-2147448045,366
87,147,-2147448045,-2147447596,366
150,271,-2147447596,-2147446657,366
273,284,-2147446657,-2147446591,366
286,304,-2147446591,-2147446477,366
306,319,-2147446477,-2147446391,366
321,333,-2147446391,-2147446305,366
335,352,-2147446305,-2147446205,366
64,83,-2147446205,-2147446076,367
23,96,-2147446076,-2147445626,371
30,73,-2147445626,-2147445252,375
76,84,-2147445252,-2147445200,375
98,114,-2147445200,-2147445058,375
117,124,-2147445058,-2147445004,375
64,82,-2147445004,-2147444889,376
31,157,-2147444889,-2147444118,387
171,302,-2147444118,-2147443344,387
304,317,-2147443344,-2147443246,387
63,80,-2147443246,-2147443142,388
53,64,-2147443142,-2147443076,390
67,93,-2147443076,-2147442884,390
19,32,-2147442884,-2147442798,395
39,45,-2147442798,-2147442745,399
48,61,-2147442745,-2147442637,399
64,75,-2147442637,-2147442548,399
78,86,-2147442548,-2147442486,399
89,108,-2147442486,-2147442300,399
110,123,-2147442300,-2147442196,399
125,138,-2147442196,-2147442092,399
64,84,-2147442092,-2147441949,400
16,85,-2147441949,-2147441549,403
23,30,-2147441549,-2147441488,406
43,53,-2147441488,-2147441407,406
56,64,-2147441407,-2147441338,406
67,74,-2147441338,-2147441284,406
89,106,-2147441284,-2147441174,406
119,134,-2147441174,-2147441072,406
56,73,-2147441072,-2147440971,408
49,57,-2147440971,-2147440921,413
15,32,-2147440921,-2147440825,414
63,83,-2147440825,-2147440682,419
17,55,-2147440682,-2147440426,422
19,28,-2147440426,-2147440354,425
40,50,-2147440354,-2147440282,425
63,80,-2147440282,-2147440181,427
18,35,-2147440181,-2147440085,438
35,70,-2147440085,-2147439852,442
73,111,-2147439852,-2147439490,442
114,154,-2147439490,-2147439128,442
157,197,-2147439128,-2147438766,442
199,221,-2147438766,-2147438631,442
223,232,-2147438631,-2147438568,442
234,244,-2147438568,-2147438505,442
246,255,-2147438505,-2147438442,442
257,266,-2147438442,-2147438379,442
268,279,-2147438379,-2147438316,442
281,292,-2147438316,-2147438259,442
294,304,-2147438259,-2147438196,442
64,84,-2147438196,-2147438067,444
21,35,-2147438067,-2147438010,458
26,78,-2147438010,-2147437635,462
38,49,-2147437635,-2147437499,465
52,66,-2147437499,-2147437407,465
69,81,-2147437407,-2147437329,465
84,98,-2147437329,-2147437233,465
102,110,-2147437233,-2147437175,465
113,124,-2147437175,-2147437041,465
127,135,-2147437041,-2147436977,465
138,167,-2147436977,-2147436780,465
170,194,-2147436780,-2147436569,465
196,275,-2147436569,-2147435950,465
278,284,-2147435950,-2147435897,465
286,307,-2147435897,-2147435740,465
309,319,-2147435740,-2147435683,465
321,332,-2147435683,-2147435607,465
334,351,-2147435607,-2147435483,465
353,377,-2147435483,-2147435329,465
380,395,-2147435329,-2147435205,465
67,87,-2147435205,-2147435062,467
55,63,-2147435062,-2147435012,478
17,30,-2147435012,-2147434942,481
59,70,-2147434942,-2147434880,483
25,77,-2147434880,-2147434505,485
38,54,-2147434505,-2147434397,488
58,70,-2147434397,-2147434319,488
73,87,-2147434319,-2147434223,488
90,101,-2147434223,-2147434087,488
104,112,-2147434087,-2147434029,488
115,126,-2147434029,-2147433895,488
129,137,-2147433895,-2147433831,488
140,169,-2147433831,-2147433634,488
172,198,-2147433634,-2147433412,488
201,292,-2147433412,-2147432703,488
295,301,-2147432703,-2147432650,488
303,324,-2147432650,-2147432493,488
326,337,-2147432493,-2147432436,488
339,350,-2147432436,-2147432379,488
352,369,-2147432379,-2147432269,488
371,395,-2147432269,-2147432110,488
398,413,-2147432110,-2147431986,488
21,28,-2147431986,-2147431886,490
30,39,-2147431886,-2147431810,490
50,70,-2147431810,-2147431689,490
73,127,-2147431689,-2147431300,490
130,166,-2147431300,-2147430946,490
168,202,-2147430946,-2147430520,490
204,221,-2147430520,-2147430325,490
223,241,-2147430325,-2147430161,490
243,259,-2147430161,-2147429999,490
16,23,-2147429999,-2147429899,491
33,54,-2147429899,-2147429762,491
56,68,-2147429762,-2147429657,491
70,107,-2147429657,-2147429300,491
23,30,-2147429300,-2147429200,492
41,62,-2147429200,-2147429063,492
64,76,-2147429063,-2147428958,492
78,131,-2147428958,-2147428514,492
133,204,-2147428514,-2147427938,492
28,65,-2147427938,-2147427677,493
16,23,-2147427677,-2147427577,494
32,54,-2147427577,-2147427440,494
56,65,-2147427440,-2147427355,494
67,73,-2147427355,-2147427286,494
24,35,-2147427286,-2147427180,495
25,40,-2147427180,-2147427117,496
42,52,-2147427117,-2147427024,496
25,37,-2147427024,-2147426922,497
25,37,-2147426922,-2147426791,498
16,23,-2147426791,-2147426691,499
32,53,-2147426691,-2147426554,499
55,70,-2147426554,-2147426389,499
72,82,-2147426389,-2147426296,499
84,94,-2147426296,-2147426203,499
96,106,-2147426203,-2147426110,499
16,22,-2147426110,-2147426026,500
44,59,-2147426026,-2147425926,500
25,61,-2147425926,-2147425675,501
27,53,-2147425675,-2147425466,502
16,23,-2147425466,-2147425366,503
32,54,-2147425366,-2147425229,503
56,73,-2147425229,-2147425031,503
75,85,-2147425031,-2147424938,503
25,40,-2147424938,-2147424875,504
42,52,-2147424875,-2147424782,504
20,27,-2147424782,-2147424682,505
36,59,-2147424682,-2147424545,505
61,97,-2147424545,-2147424231,505
99,153,-2147424231,-2147423859,505
18,25,-2147423859,-2147423759,506
40,57,-2147423759,-2147423596,506
59,76,-2147423596,-2147423478,506
25,37,-2147423478,-2147423372,507
38,49,-2147423372,-2147423250,507
26,40,-2147423250,-2147423194,509
42,53,-2147423194,-2147423101,509
28,65,-2147423101,-2147422840,510
28,43,-2147422840,-2147422777,511
45,56,-2147422777,-2147422684,511
60,99,-2147422684,-2147422431,512
101,112,-2147422431,-2147422338,512
27,46,-2147422338,-2147422247,513
48,59,-2147422247,-2147422154,513
64,82,-2147422154,-2147422037,514
30,43,-2147422037,-2147421959,520
33,64,-2147421959,-2147421745,522
66,78,-2147421745,-2147421651,522
81,87,-2147421651,-2147421598,522
108,121,-2147421598,-2147421523,522
124,141,-2147421523,-2147421369,522
143,153,-2147421369,-2147421308,522
63,78,-2147421308,-2147421226,525
32,45,-2147421226,-2147421099,526
46,49,-2147421099,-2147421026,527
52,111,-2147421026,-2147420565,527
114,134,-2147420565,-2147420444,527
137,149,-2147420444,-2147420361,527
38,47,-2147420361,-2147420304,529
