100,101,0.9348659
173,176,1.0
174,176,1.0
194,198,0.7619048
201,205,0.7340425
204,206,0.8148148
215,219,0.77272725
217,221,0.7637271
219,232,0.7184953
254,307,0.73333335
255,565,0.8037975
256,604,1.0
259,270,1.0
262,358,1.0
263,359,1.0
263,394,1.0
265,270,1.0
267,547,1.0
267,538,1.0
268,539,0.7
272,599,1.0
272,619,1.0
273,600,0.8
273,525,1.0
274,624,1.0
274,579,1.0
275,626,1.0
276,515,1.0
276,592,1.0
277,311,1.0
277,493,1.0
278,469,1.0
278,534,1.0
283,317,1.0
284,318,1.0
284,454,1.0
288,474,1.0
289,475,1.0
304,569,1.0
305,570,0.7647059
306,451,0.910299
306,506,0.910299
307,499,1.0
308,571,1.0
308,488,0.73049647
309,572,1.0
310,573,1.0
311,574,1.0
312,495,1.0
312,575,1.0
314,348,1.0
314,355,1.0
316,473,1.0
317,351,1.0
318,663,1.0
320,403,1.0
320,480,1.0
321,357,0.86037236
321,388,0.86037236
321,426,1.0
322,557,1.0
322,389,1.0
323,513,1.0
324,521,1.0
331,545,0.7734375
333,577,1.0
336,471,1.0
342,440,1.0
345,521,1.0
348,382,1.0
350,476,1.0
351,477,1.0
355,553,1.0
357,388,0.8656915
358,557,1.0
359,558,1.0
361,523,1.0
361,569,1.0
365,376,0.81
366,377,0.73
375,453,1.0
382,504,1.0
384,442,0.81666666
387,520,0.7612903
388,426,0.86037236
389,412,1.0
391,443,0.7696629
393,633,0.7972973
394,587,1.0
398,670,1.0
400,440,1.0
400,553,1.0
408,425,1.0
409,426,1.0
410,427,1.0
411,429,1.0
411,556,1.0
412,508,1.0
413,428,1.0
414,512,1.0
414,431,1.0
415,486,1.0
415,432,1.0
416,433,1.0
417,487,1.0
418,435,1.0
420,437,1.0
421,438,0.7355769
425,546,1.0
430,457,1.0
431,621,1.0
432,622,1.0
433,623,1.0
446,504,1.0
446,471,1.0
447,472,1.0
448,473,1.0
449,474,1.0
450,475,1.0
451,476,1.0
451,506,1.0
452,477,1.0
453,478,1.0
454,479,1.0
455,480,1.0
456,481,1.0
456,555,0.8598131
457,482,1.0
458,483,0.8771552
459,485,1.0
460,486,1.0
460,549,1.0
461,550,1.0
461,487,1.0
462,488,1.0
463,489,1.0
463,572,1.0
464,627,1.0
464,490,1.0
465,491,1.0
466,492,1.0
466,517,1.0
467,518,1.0
467,493,1.0
468,494,1.0
469,495,1.0
482,508,1.0
485,586,1.0
489,625,1.0
492,530,1.0
500,551,1.0
500,579,1.0
513,549,1.0
514,550,1.0
515,528,1.0
520,534,1.0
523,583,1.0
525,538,1.0
526,585,1.0
529,628,1.0
530,629,1.0
531,630,1.0
532,594,1.0
547,620,1.0
548,621,0.81463414
548,601,1.0
558,602,1.0
573,627,1.0
575,613,0.7612903
575,633,0.87096775
595,612,1.0
598,618,1.0
602,622,1.0
603,623,1.0
604,624,1.0
605,625,1.0
606,626,1.0
609,629,1.0
611,631,1.0
613,633,0.83687943
615,635,1.0
616,636,0.8679646
640,657,1.0
