4,6,32
14,15
20,43
25,35
39,40,47
65,71
160,161
240,253
384,406
389,408
391,394
553,556
651,652
743,746
957,964
962,963
1014,1020,1023
1021,1024
1029,1031,1034
1052,1053
1061,1062,1064
1209,1210
1364,1365,1367,1368,1371
1373,1375
1751,1762,1764
1765,1769
