165,166,1.000000,2

174,248,1.000000,1

184,240,1.000000,1

213,289,1.000000,1

230,259,1.000000,1

355,358,0.656566,3
355,359,0.829268,3
355,360,0.809524,3
355,362,0.809524,3
355,363,0.829268,3
358,359,0.656566,3
358,360,0.666667,3
358,362,0.666667,3
358,363,0.666667,3
359,360,0.809524,3
359,362,0.809524,3
359,363,0.829268,3
360,362,0.833333,3
360,363,0.809524,3
362,363,0.809524,3

369,370,0.770833,3
369,371,0.810811,3
370,371,0.625000,3

376,383,0.720588,3

379,380,1.000000,2
379,381,0.746835,3
380,381,0.746835,3

384,385,0.910256,3

387,388,1.000000,2

389,390,1.000000,2

395,396,1.000000,2
395,397,0.743243,3
395,398,1.000000,2
396,397,0.743243,3
396,398,1.000000,2
397,398,0.743243,3

406,407,1.000000,2

408,411,1.000000,2
408,415,0.824176,3
411,415,0.824176,3

409,410,0.821782,3

414,431,0.813187,3
414,435,0.813084,3
431,435,0.691589,3

417,420,0.784946,3
417,421,0.816092,3
417,422,0.820225,3
417,423,0.977528,3
417,430,0.802198,3
417,432,0.816092,3
417,433,0.816092,3
417,436,0.816092,3
417,437,0.839080,3
417,438,0.839080,3
417,439,0.839080,3
420,421,0.806452,3
420,422,0.827957,3
420,423,0.806452,3
420,430,0.978495,3
420,432,0.795699,3
420,433,0.763441,3
420,436,0.795699,3
420,437,0.817204,3
420,438,0.817204,3
420,439,0.817204,3
421,422,0.820225,3
421,423,0.820225,3
421,430,0.802198,3
421,432,0.977011,3
421,433,0.816092,3
421,436,0.977011,3
421,437,0.816092,3
421,438,0.816092,3
421,439,0.816092,3
422,423,0.842697,3
422,430,0.824176,3
422,432,0.820225,3
422,433,0.797753,3
422,436,0.820225,3
422,437,0.977528,3
422,438,0.977528,3
422,439,0.977528,3
423,430,0.824176,3
423,432,0.820225,3
423,433,0.797753,3
423,436,0.820225,3
423,437,0.842697,3
423,438,0.842697,3
423,439,0.842697,3
430,432,0.802198,3
430,433,0.780220,3
430,436,0.802198,3
430,437,0.824176,3
430,438,0.824176,3
430,439,0.824176,3
432,433,0.835294,3
432,436,1.000000,2
432,437,0.816092,3
432,438,0.816092,3
432,439,0.816092,3
433,436,0.835294,3
433,437,0.816092,3
433,438,0.816092,3
433,439,0.816092,3
436,437,0.816092,3
436,438,0.816092,3
436,439,0.816092,3
437,438,1.000000,2
437,439,1.000000,2
438,439,1.000000,2

424,425,0.844660,3

447,448,0.915888,3

455,456,0.971831,3

464,465,1.000000,2

528,530,1.000000,2
528,7232,1.000000,1
528,7234,1.000000,2
530,7232,1.000000,2
530,7234,1.000000,1
7232,7234,1.000000,2

529,531,1.000000,2
529,7233,1.000000,1
529,7235,1.000000,2
531,7233,1.000000,2
531,7235,1.000000,1
7233,7235,1.000000,2

532,7236,1.000000,1

533,7237,1.000000,1

534,7238,1.000000,1

535,7239,1.000000,1

536,7240,1.000000,1

537,7241,1.000000,1

538,7242,1.000000,1

539,7243,1.000000,1

540,7244,1.000000,1

541,7245,1.000000,1

542,7246,1.000000,1

543,7247,1.000000,1

544,7248,1.000000,1

545,7249,1.000000,1

546,7250,1.000000,1

547,7251,1.000000,1

548,7252,1.000000,1

549,7253,1.000000,1

550,7254,1.000000,1

551,7255,1.000000,1

552,7256,1.000000,1

553,7257,1.000000,1

554,7258,1.000000,1

555,7259,1.000000,1

556,7260,1.000000,1

558,7261,1.000000,1

559,7262,1.000000,1

560,7263,1.000000,1

563,7264,1.000000,1

564,7265,1.000000,1

565,7266,1.000000,1

566,7267,1.000000,1

567,7268,1.000000,1

568,7269,1.000000,1

569,7270,1.000000,1

570,7271,1.000000,1

571,7272,1.000000,1

572,7273,1.000000,1

573,7274,1.000000,1

574,7275,1.000000,1

575,7276,1.000000,1

576,7277,1.000000,1

577,7278,1.000000,1

578,7279,1.000000,1

579,7280,1.000000,1

580,7281,1.000000,1

581,7282,1.000000,1

582,7283,1.000000,1

583,7284,1.000000,1

584,7285,1.000000,1

585,7286,1.000000,1

586,7287,1.000000,1

587,7288,1.000000,1

588,7289,1.000000,1

589,7290,1.000000,1

590,7291,1.000000,1

591,7292,1.000000,1

592,7293,1.000000,1

593,7294,1.000000,1

594,7295,1.000000,1

595,7296,1.000000,1

596,7297,1.000000,1

597,7298,1.000000,1

598,7299,1.000000,1

599,7300,1.000000,1

600,7301,1.000000,1

601,7302,1.000000,1

602,7303,1.000000,1

603,7304,1.000000,1

604,7305,1.000000,1

605,7306,1.000000,1

606,7307,1.000000,1

607,7308,1.000000,1

608,609,1.000000,2
608,7309,1.000000,1
608,7310,1.000000,2
609,7309,1.000000,2
609,7310,1.000000,1
7309,7310,1.000000,2

610,7311,1.000000,1

611,7312,1.000000,1

612,7313,1.000000,1

613,7314,1.000000,1

614,7316,1.000000,1

615,7317,1.000000,1

616,7318,1.000000,1

617,7319,1.000000,1

618,7320,1.000000,1

619,7321,1.000000,1

620,7322,1.000000,1

621,622,0.901024,3
621,7323,1.000000,1
621,7324,0.901024,3
622,7323,0.901024,3
622,7324,1.000000,1
7323,7324,0.901024,3

623,7325,1.000000,1

624,7326,1.000000,1

625,7327,1.000000,1

626,7328,1.000000,1

627,7329,1.000000,1

628,7330,1.000000,1

629,7331,1.000000,1

630,7332,1.000000,1

632,7334,1.000000,1

635,639,1.000000,2
635,7337,1.000000,1
635,7341,1.000000,2
639,7337,1.000000,2
639,7341,1.000000,1
7337,7341,1.000000,2

636,7338,1.000000,1

633,637,1.000000,2
633,7335,1.000000,1
633,7339,1.000000,2
637,7335,1.000000,2
637,7339,1.000000,1
7335,7339,1.000000,2

634,638,1.000000,2
634,7336,1.000000,1
634,7340,1.000000,2
638,7336,1.000000,2
638,7340,1.000000,1
7336,7340,1.000000,2

640,7342,1.000000,1

641,7343,1.000000,1

642,7344,1.000000,1

644,7346,1.000000,1

647,7350,1.000000,1

648,7351,1.000000,1

649,7352,1.000000,1

650,1232,1.000000,1
650,7353,1.000000,1
650,7973,1.000000,1
1232,7353,1.000000,1
1232,7973,1.000000,1
7353,7973,1.000000,1

653,1235,1.000000,1
653,7356,1.000000,1
653,7976,1.000000,1
1235,7356,1.000000,1
1235,7976,1.000000,1
7356,7976,1.000000,1

654,7357,1.000000,1

656,7359,1.000000,1

657,7360,1.000000,1

659,7363,1.000000,1

660,7364,1.000000,2

661,7365,1.000000,1

662,7366,1.000000,2

663,7367,1.000000,1

664,7368,1.000000,1

665,7370,1.000000,1

666,7371,1.000000,1

667,7375,1.000000,1

668,669,1.000000,2
668,7376,1.000000,1
668,7377,1.000000,2
668,8521,1.000000,1
668,8522,1.000000,2
669,7376,1.000000,2
669,7377,1.000000,1
669,8521,1.000000,2
669,8522,1.000000,1
7376,7377,1.000000,2
7376,8521,1.000000,1
7376,8522,1.000000,2
7377,8521,1.000000,2
7377,8522,1.000000,1
8521,8522,1.000000,2

670,7378,1.000000,1

671,7379,1.000000,1

673,7381,1.000000,1

674,7382,1.000000,1

675,7383,1.000000,1

676,7384,1.000000,1

677,7385,1.000000,1

678,7386,1.000000,1

679,7387,1.000000,1

680,7388,1.000000,1

681,7393,1.000000,1

682,7394,1.000000,1

683,7395,1.000000,1

684,7396,1.000000,1

685,7397,1.000000,1

686,7398,1.000000,1

687,7406,1.000000,1

688,7407,1.000000,1

689,7408,1.000000,1

690,7409,1.000000,1

691,7410,1.000000,1

693,7412,1.000000,1

694,7413,1.000000,2

696,7415,1.000000,2

697,7417,1.000000,1

699,7421,1.000000,1

701,7423,1.000000,1

702,7424,1.000000,1

695,703,1.000000,1
695,7414,1.000000,1
695,7425,1.000000,1
703,7414,1.000000,1
703,7425,1.000000,1
7414,7425,1.000000,1

704,7426,1.000000,2

705,7427,1.000000,1

706,707,0.818182,3
706,7428,1.000000,1
706,7429,0.818182,3
707,7428,0.818182,3
707,7429,1.000000,1
7428,7429,0.818182,3

708,7431,1.000000,1

709,7432,1.000000,1

710,7433,1.000000,1

711,7434,1.000000,1

712,7435,1.000000,2

713,7436,1.000000,1

714,7437,1.000000,1

715,7438,1.000000,1

716,7439,1.000000,1

717,7440,1.000000,1

718,7441,1.000000,1

719,7442,1.000000,1

720,7443,1.000000,1

721,7444,1.000000,1

722,7445,1.000000,1

723,7446,1.000000,1

724,7447,1.000000,1

725,7448,1.000000,1

726,7449,1.000000,1

727,7450,1.000000,1

728,7451,1.000000,1

729,730,0.938462,3
729,7452,1.000000,1
729,7453,0.938462,3
